target,train_subset,arm,seeds,train_size,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,pearson_r_mean,pearson_r_std,spearman_rho_mean,spearman_rho_std,bias_mean,bias_std,training_seconds_mean,inference_seq_per_second_mean,peak_rss_mb_mean,peak_gpu_mb_mean
log10_pgen_1mm,1k,sceptr_mlp,3,1000,0.8779664136024815,0.003195506416212866,0.5870409992994831,0.0019411824020671429,0.7036231830484386,0.0021568768483211037,0.840979126076205,0.0005707653513373905,0.8536292194425107,0.0009221893947024148,0.09356241169390511,0.01766777750843526,3.9966666666666666,896084.2096198626,1174.5078125,21.20751953125
log10_pgen_1mm,1k,tfidf_ridge,1,1000,1.0852944231152912,,0.7353522020723512,,0.5471235558436147,,0.750775753234674,,0.7954033678341129,,0.18915192191042499,,0.32,47177.071821432546,654.21875,0.0
log10_pgen_1mm,10k,irrm_scratch,10,10000,0.3957156960248885,0.036479454715929324,0.24763349791340467,0.020427223218532808,0.9393319301582345,0.011325238425838581,0.9718603596711267,0.005104883477754595,0.9768325682014181,0.005697693481619573,0.07719530078638195,0.044325297668403874,21.729,69692.66884291462,1582.785546875,255.36376953125
log10_pgen_1mm,10k,irrm_pretrained,10,10000,0.4086669762038501,0.046905976308239894,0.2700989539306911,0.03504841161795715,0.9350255454586733,0.014519371549026574,0.9779569879302615,0.002987619383779735,0.9752587991891681,0.004033122939199344,0.19082814817916946,0.0534713821299041,19.65,69141.77849773047,1569.975,255.36376953125
log10_pgen_1mm,10k,tcr_bert_mlp,3,10000,0.4280896756817795,0.005573437927670511,0.2741675052530605,0.00580582242250533,0.9295301786434006,0.0018297346174931833,0.9641868141178093,0.0009488771937410975,0.9715309591458604,0.001494619581813537,0.010600227204312479,0.0010516507488302893,11.043333333333335,315239.66339093645,1274.3424479166667,28.14501953125
log10_pgen_1mm,10k,esm2_8m_mlp,3,10000,0.6449710088503644,0.015321311873335977,0.41177413930890144,0.012223927299852232,0.839996925386215,0.0076155594348420825,0.9173758232248271,0.004457507052465646,0.9354245042884585,0.0048549055347065495,0.053753121744622524,0.025609883901828074,11.403333333333334,527798.1064330753,1215.9947916666667,23.45751953125
log10_pgen_1mm,10k,sceptr_mlp,3,10000,0.6495435200410181,0.0037029243182388977,0.4072432856459092,0.001875529278483193,0.8377777175091977,0.0018495036731835572,0.91568954797743,0.0010094800681917497,0.9362377196501891,0.000412436863463324,0.03971888700752367,0.016975746305393863,9.496666666666668,906672.1323579485,1180.2044270833333,21.20751953125
log10_pgen_1mm,10k,tfidf_ridge,1,10000,0.6798483740334681,,0.4456090287409803,,0.8222912894561352,,0.9069107278125044,,0.9418410114465724,,0.018927879241947294,,0.79,58098.109898958115,648.9140625,0.0
log10_pgen_1mm,all,irrm_pretrained,10,79730,0.20977471380034785,0.04934704474272933,0.1261504115150865,0.036345323942476096,0.9822377157037178,0.008214782973867617,0.9928114050050126,0.0026846786292086143,0.9909290731229282,0.004906346197013534,0.06058496344211638,0.05150767433523792,231.56800000000004,61322.829515201796,1575.13203125,254.86376953125
log10_pgen_1mm,all,irrm_scratch,10,79730,0.265318511919295,0.03763402497421702,0.17299632302977777,0.025127194527394783,0.9724441689161771,0.007977149306655412,0.9893860635450332,0.0044306439958006795,0.9922667551450598,0.003882647933197412,0.060945733022736606,0.059777932774134894,134.853,58765.79175768857,1574.3796875,254.86376953125
log10_pgen_1mm,all,tcr_bert_mlp,3,79730,0.31146222629689535,0.007275343286903232,0.20017871860932104,0.005973007290388119,0.9626875898249984,0.0017488039251256668,0.9812907367955267,0.0009469633811877807,0.9852170919075519,0.0016626705031840912,0.0028154841550713326,0.013155453843526574,62.10333333333333,318705.8475553241,1671.2864583333333,28.14501953125
log10_pgen_1mm,all,sceptr_mlp,3,79730,0.45599800609829755,0.00796483259339435,0.2635605154592517,0.0022369870190182945,0.9200352101796296,0.0027810528614914155,0.9598916486271841,0.0012382618601008899,0.9754042906930271,0.00020442190227909016,0.048389802987068714,0.016654953173757057,53.03666666666667,912995.8231965039,1197.41796875,21.20751953125
