target,train_subset,n_scratch,n_pretrained,irrm_scratch,irrm_pretrained,rmse_delta,relative_improvement,p_value,verdict
log10_pgen,1k,10,10,0.8605530608233808,0.81540254540097,0.045150515422410775,0.05246685820768631,0.11262996695012906,no detectable effect
log10_pgen,10k,10,10,0.48468864648435217,0.5149901453584536,-0.030301498874101385,-0.06251745134508664,0.006104018174065397,pretraining hurts
log10_pgen,all,10,10,0.31141296497139037,0.31017690475410065,0.001236060217289725,0.003969199604143913,0.9399003420219125,no detectable effect
log10_pgen_1mm,1k,10,10,0.6946828977880077,0.6262719413828294,0.06841095640517836,0.09847796256826079,0.04394678471543129,pretraining helps
log10_pgen_1mm,10k,10,10,0.37544649188982115,0.38134067696205276,-0.005894185072231606,-0.01569913476235468,0.7628154827592442,no detectable effect
log10_pgen_1mm,all,10,10,0.24346109450194325,0.21811147813829623,0.02534961636364702,0.10412183686065161,0.06525425563284348,no detectable effect
