arm,device,sequences_per_second,ms_per_sequence,seconds_total
tfidf_ridge,cpu,82842.20607184026,0.012071141600608825,0.06035570800304413
irrm,cpu,3776.528412201475,0.26479345336556437,1.3239672668278217
sceptr_mlp,cpu,1264.9458164759842,0.7905476953834295,3.9527384769171476
esm2_8m_mlp,cpu,812.9761726854197,1.2300483502447606,6.150241751223803
tcr_bert_mlp,cpu,215.6417930730961,4.637320000678301,23.186600003391504
